user_id,posts_per_week,likes_per_week,comments_per_week,shares_per_week,followers,following,avg_session_minutes,active_days_per_week,night_activity_ratio,video_watch_minutes,purchase_clicks_per_week
U100845,6,420,82,41,1550,814,46.2,4,0.353,243.1,7
U100846,4,446,85,74,565,1214,102.6,7,0.33,427.6,9
U100847,4,385,89,41,1668,1130,70.6,5,0.783,421.6,3
U100848,7,359,80,35,2021,621,62.7,3,0.6,129.8,2
U100849,6,386,87,33,4449,753,88.2,6,0.686,612.0,17
U100850,5,423,91,68,1260,1061,71.1,3,0.399,433.1,11
U100851,6,404,30,38,2968,395,54.6,3,0.517,141.7,11
U100852,9,571,138,51,3087,1111,93.6,6,0.159,541.5,10
U100853,7,546,121,104,2546,1022,76.8,5,0.798,510.5,5
U100854,2,245,83,39,1046,976,79.7,4,0.671,390.6,4
U100855,10,530,134,63,1115,791,93.4,3,0.694,660.8,12
U100856,3,296,69,51,567,832,41.0,6,0.392,154.1,1
U100857,6,340,55,63,2539,309,90.5,5,0.849,280.8,7
U100858,2,150,23,23,989,375,60.9,1,0.394,316.1,13
U100859,4,381,59,49,707,582,96.4,5,0.501,490.3,8
U100860,2,122,25,24,2882,416,69.8,2,0.916,527.9,2
U100861,1,278,81,58,690,799,56.2,2,1.0,359.9,4
U100862,2,234,57,68,2328,719,72.9,4,0.726,449.5,12
U100863,6,417,76,60,1987,787,70.0,5,0.631,583.6,8
U100864,4,278,49,34,906,439,86.5,3,0.495,665.7,8
U100865,5,403,96,42,1293,972,79.7,5,0.64,463.6,6
U100866,1,204,49,41,697,550,42.1,2,0.531,335.2,3
U100867,2,209,48,44,944,618,55.6,3,0.486,261.2,7
U100868,2,267,74,58,2291,770,76.7,3,0.71,599.0,1
U100869,3,227,47,33,1687,884,61.0,5,0.693,460.7,11
U100870,3,354,29,38,4110,727,70.9,5,0.681,491.5,7
U100871,1,126,11,48,930,300,51.2,2,0.309,379.1,7
U100872,5,282,61,32,905,566,87.1,5,0.624,543.2,11
U100873,8,435,96,29,1098,451,52.1,4,0.762,464.4,5
U100874,1,163,12,29,1792,270,24.7,1,0.396,216.3,2
U100875,0,116,26,33,678,191,44.4,1,0.631,310.4,8
U100876,3,333,65,56,1744,645,63.3,5,0.266,284.9,4
U100877,2,299,60,24,957,513,72.3,3,0.371,453.4,5
U100878,1,119,26,19,795,491,71.0,4,0.726,436.9,3
U100879,3,303,31,19,1937,590,76.4,4,0.54,545.0,9
U100880,2,274,67,64,2167,884,63.4,5,0.634,245.6,2
U100881,5,391,105,89,1344,915,105.7,6,0.242,774.6,9
U100882,2,221,48,17,1576,353,50.2,2,0.638,328.1,6
U100883,6,413,90,44,1976,606,54.5,2,0.541,161.9,6
U100884,3,322,78,34,2657,735,48.2,2,0.559,137.5,5
U100885,5,363,68,82,1691,1000,69.6,5,0.45,213.5,3
U100886,3,320,71,20,2213,865,109.2,6,0.641,769.4,15
U100887,4,308,47,53,695,573,80.1,3,0.172,603.2,6
U100888,1,197,41,42,1194,389,67.9,1,0.354,375.3,4
U100889,2,238,65,47,326,665,35.6,1,0.36,207.7,4
U100890,2,191,38,44,916,772,89.1,2,0.754,686.9,10
U100891,2,260,60,67,3313,788,41.5,4,0.273,285.7,5
U100892,2,200,57,52,959,687,64.4,3,0.423,221.1,8
U100893,2,269,80,62,1365,852,90.0,4,0.277,662.8,12
U100894,0,151,15,48,622,478,70.4,2,0.562,579.2,10
U100895,2,402,43,92,3165,918,102.7,6,0.322,783.1,8
U100896,4,296,80,42,948,757,61.0,2,0.264,566.3,7
U100897,5,379,26,35,832,414,42.6,2,0.095,254.5,1
U100898,3,149,44,31,764,685,83.8,6,0.467,403.4,5
U100899,3,303,83,52,3390,913,36.1,2,0.227,149.7,1
U100900,5,508,103,61,4071,788,63.2,5,0.349,533.8,2
U100901,8,421,72,56,700,564,100.3,5,0.846,476.85,6
U100902,5,314,69,52,2089,514,76.3,4,0.141,347.0,4
U100903,3,399,93,91,2401,1234,97.5,6,0.809,670.2,18
U100904,6,408,61,71,3165,657,45.8,4,0.491,170.7,7
U100905,3,308,84,65,871,1155,96.7,7,0.806,594.4,12
U100906,3,324,85,57,2980,892,89.0,4,0.502,769.1,6
U100907,5,248,48,26,4449,455,59.2,2,0.294,494.3,2
U100908,2,153,45,30,676,374,64.7,4,0.351,399.4,4
U100909,1,260,40,25,1404,727,51.6,2,0.453,210.4,10
U100910,3,358,74,48,921,665,62.9,3,0.528,556.8,13
U100911,3,305,69,69,1105,917,52.5,5,0.276,80.5,6
U100912,5,415,99,74,3487,773,97.1,6,0.549,630.3,12
U100913,3,286,53,37,1263,607,68.1,2,0.139,695.2,10
U100914,4,397,72,64,1663,1186,72.0,6,0.692,279.5,5
U100915,3,324,70,78,1150,863,87.0,6,0.535,472.7,3
U100916,4,263,70,62,2161,1107,106.9,7,0.367,683.1,9
U100917,6,556,104,43,1606,873,77.2,5,0.277,510.7,4
U100918,8,551,125,81,1016,1164,96.4,6,0.589,721.5,8
U100919,3,300,50,53,3186,575,36.1,1,0.181,317.7,3
U100920,3,263,72,19,890,674,56.8,2,0.208,463.1,12
U100921,4,328,54,50,814,583,78.7,3,0.606,550.3,6
U100922,4,287,37,36,1404,798,68.3,4,0.422,598.2,8
U100923,7,455,83,70,3432,697,90.0,3,0.477,698.9,15
U100924,4,327,69,42,1168,686,71.2,3,0.77,591.4,5
U100925,7,472,119,74,1060,1377,100.9,6,0.497,594.5,9
U100926,6,575,115,72,4449,1195,62.3,4,0.617,120.0,7
U100927,5,385,87,24,2265,817,71.0,4,0.609,575.7,6
U100928,2,272,46,48,951,815,88.0,3,0.555,781.0,8
U100929,4,409,82,36,2279,1043,72.9,4,0.795,299.5,8
U100930,6,469,112,45,2015,853,72.4,3,0.727,227.2,5
U100931,4,379,73,85,2735,893,98.6,5,0.382,496.3,13
U100932,1,171,44,27,502,939,71.0,6,0.588,779.5,4
U100933,4,376,73,53,1134,1077,80.6,6,0.457,465.0,12
U100934,4,257,58,50,1838,585,58.6,4,0.247,347.2,5
U100935,3,250,56,43,794,765,78.4,5,0.527,376.7,7
U100936,2,293,58,30,1707,379,34.5,2,0.292,406.2,6
U100937,4,444,87,76,4449,670,61.4,4,0.572,594.6,5
U100938,4,278,65,34,1281,1135,52.7,6,0.251,180.4,6
U100939,6,469,101,44,2242,1170,84.4,5,0.696,752.3,16
U100940,5,386,79,53,2896,475,93.6,4,0.881,555.4,6
U100941,5,486,91,48,4449,781,88.3,6,0.844,673.7,6
U100942,6,656,150,104,4449,1287,56.5,4,0.185,446.7,10
U100943,2,319,80,69,1133,1008,90.2,6,0.273,729.8,6
U100944,2,192,32,35,555,806,86.8,5,0.485,495.3,10
U100945,0,74,25,42,1328,661,55.4,3,0.457,507.8,5
U100946,2,177,46,47,1033,461,41.3,5,0.113,26.7,7
U100947,0,139,24,25,2358,429,32.8,1,0.648,60.3,5
U100948,7,467,99,53,4449,691,68.3,5,0.627,348.2,14
U100949,3,211,9,20,432,85,21.7,1,0.335,244.4,7
U100950,2,207,49,18,980,242,68.6,1,0.545,428.2,9
U100951,3,371,71,52,1313,873,99.1,5,0.51,507.5,16
U100952,2,194,44,69,1280,592,82.4,5,0.228,686.6,12
U100953,2,222,53,9,828,379,53.4,2,0.618,554.5,8
U100954,4,354,51,42,2071,735,60.2,2,0.399,506.3,7
U100955,0,232,61,35,440,1161,109.4,6,0.624,649.4,4
U100956,2,257,68,36,245,799,56.7,3,0.632,329.4,7
U100957,5,321,86,70,437,940,111.0,4,0.51,692.7,5
U100958,6,317,75,41,652,945,103.3,4,0.838,520.2,7
U100959,5,285,90,41,927,657,33.2,5,0.344,138.5,4
U100960,8,514,105,54,1696,885,110.1,6,0.595,820.1,9
U100961,2,185,34,12,533,812,89.4,5,0.357,567.3,6
U100962,1,235,55,47,586,518,45.7,2,0.323,304.7,6
U100963,5,337,83,36,832,618,92.3,5,0.786,723.3,8
U100964,3,230,55,78,1496,898,77.6,5,0.654,347.2,9
U100965,0,264,50,42,883,696,63.9,2,0.311,513.9,8
U100966,1,317,68,68,1647,917,63.9,3,0.275,284.6,8
U100967,5,230,63,30,985,209,78.7,4,0.521,564.4,7
U100968,7,362,67,34,669,664,74.2,6,0.569,532.3,13
U100969,3,296,77,57,957,732,70.4,4,0.367,411.1,6
U100970,3,253,45,45,643,667,99.3,3,0.219,694.7,5
U100971,1,101,19,43,1009,715,73.0,3,0.631,630.7,12
U100972,2,308,31,40,739,535,82.5,5,0.457,495.2,2
U100973,3,234,80,37,1798,464,70.9,5,0.524,653.9,8
U100974,3,308,70,54,727,437,68.1,3,0.66,733.1,11
U100975,6,334,70,23,704,701,68.9,3,0.703,509.1,2
U100976,3,305,102,66,1462,1091,84.7,6,0.195,617.8,8
U100977,2,191,79,44,627,768,46.1,3,0.166,410.4,7
U100978,2,265,34,44,790,618,50.1,2,0.21,449.6,18
U100979,4,379,58,34,4449,748,59.3,3,0.661,424.7,6
U100980,4,452,97,64,1618,1007,80.9,5,0.398,462.1,16
U100981,3,253,40,40,761,561,37.9,2,0.445,112.2,6
U100982,4,250,47,59,1036,446,50.0,4,0.424,182.9,3
U100983,1,68,47,27,563,545,89.2,5,0.835,412.5,5
U100984,2,116,15,38,660,576,81.1,4,0.592,584.2,4
U100985,7,461,104,74,1049,820,98.3,6,0.535,694.9,15
U100986,2,142,59,44,1285,480,59.6,2,0.426,474.5,3
U100987,3,270,64,42,788,698,79.4,6,0.814,396.2,9
U100988,5,363,102,45,568,1123,40.2,3,0.257,244.2,3
U100989,3,291,58,61,885,779,73.3,3,0.588,614.7,7
U100990,7,573,123,51,2138,936,110.1,5,0.635,798.1,9
U100991,4,328,52,41,696,872,116.9,7,0.633,666.9,10
U100992,7,331,97,66,1268,912,104.2,7,0.51,506.4,7
U100993,3,359,74,57,1339,1059,94.0,7,0.345,739.5,9
U100994,4,308,89,44,1482,877,71.8,3,0.711,234.7,9
U100995,5,394,48,24,1318,415,93.4,6,0.338,641.7,12
U100996,3,299,59,38,536,938,91.8,6,0.595,756.8,2
U100997,2,194,39,53,1552,561,74.0,5,0.607,489.5,2
U100998,2,247,59,31,803,709,81.6,3,0.818,434.7,8
U100999,2,294,43,64,1267,709,116.4,6,0.412,658.4,10
U101000,5,343,58,50,2947,795,53.3,3,0.732,390.9,7
U101001,7,428,76,44,836,540,63.2,3,0.485,284.1,5
U101002,2,192,61,22,838,746,82.5,2,0.444,486.7,6
U101003,10,656,125,84,4326,770,99.2,5,0.647,753.5,8
U101004,0,179,41,41,4124,901,64.9,5,0.417,475.7,4
U101005,2,182,66,16,592,649,79.2,5,0.561,523.1,6
U101006,9,484,107,58,1304,1080,59.3,5,0.412,471.2,5
U101007,4,375,88,56,4326,672,71.2,2,0.616,1021.6,4
U101008,4,319,81,63,1649,1013,55.4,6,0.399,323.3,5
U101009,2,237,51,45,2692,745,47.4,6,0.72,370.6,8
U101010,0,196,44,15,1070,469,92.8,2,0.597,735.9,5
U101011,6,457,129,42,840,1096,112.4,7,0.787,681.2,7
U101012,4,400,105,50,2506,934,67.1,3,0.638,542.3,7
U101013,2,324,85,38,933,789,49.3,1,0.418,649.9,10
U101014,2,139,27,6,310,114,49.0,2,0.429,499.2,10
U101015,1,232,25,32,743,474,58.6,3,0.802,450.5,8
U101016,1,158,58,39,771,876,58.7,4,0.096,501.9,18
U101017,10,617,135,61,2198,735,53.9,4,0.256,527.7,10
U101018,2,276,59,40,2570,693,79.0,3,0.935,651.7,4
U101019,3,239,46,65,3167,467,95.6,5,0.628,698.0,9
U101020,4,320,85,73,1411,982,67.0,5,0.316,476.85,8
U101021,3,256,64,47,1321,647,68.0,5,0.456,280.8,12
U101022,5,409,86,69,2016,1032,88.1,5,0.571,504.5,8
U101023,5,386,74,40,2011,706,85.4,5,0.785,395.7,10
U101024,1,87,22,54,2980,1,37.3,1,0.748,20.0,7
U101025,8,465,93,51,635,815,88.2,3,0.458,576.1,10
U101026,0,18,15,30,765,340,36.7,1,0.59,474.0,8
U101027,4,331,70,50,744,817,76.8,5,0.659,726.2,14
U101028,4,560,75,47,4449,905,67.3,3,0.56,477.3,10
U101029,4,392,85,69,4449,1191,69.3,5,0.11,338.2,8
U101030,4,285,86,61,405,992,57.4,6,0.047,327.1,8
U101031,5,369,75,64,4377,764,74.7,4,0.246,422.4,8
U101032,4,294,68,17,979,367,56.0,3,0.268,427.1,5
U101033,8,611,145,84,3926,983,50.5,5,0.316,385.0,8
U101034,2,90,58,0,941,624,82.1,3,0.894,459.7,5
U101035,3,178,37,63,2774,534,31.5,3,1.0,216.7,1
U101036,5,383,66,34,1389,919,78.6,6,0.339,613.5,5
U101037,2,158,62,47,634,455,27.4,3,0.331,164.6,2
U101038,4,294,83,46,1353,666,84.2,6,0.395,591.5,12
U101039,4,375,93,81,3697,867,58.8,6,0.378,1021.6,1
U101040,4,345,89,69,1738,638,68.3,2,0.62,347.9,9
U101041,3,351,30,25,1660,706,80.2,6,0.771,450.7,14
U101042,3,252,53,35,1372,563,104.3,5,0.885,594.8,3
U101043,6,500,109,52,1561,947,73.9,3,0.134,529.2,11
U101044,2,290,74,36,1094,864,55.8,3,0.447,629.4,7
U101045,3,205,68,28,678,421,60.0,3,0.326,600.4,13
U101046,3,177,52,9,959,295,68.7,3,0.608,496.5,6
U101047,6,329,71,63,472,1031,70.4,6,0.303,710.0,5
U101048,4,308,48,27,882,489,51.9,2,0.592,419.1,9
U101049,3,311,90,86,679,1011,69.7,5,0.455,538.3,14
U101050,1,189,14,10,418,296,69.6,3,0.444,449.1,11
U101051,4,308,89,58,3110,648,92.7,4,0.499,671.0,8
U101052,6,437,74,47,1312,904,80.1,4,0.794,518.0,7
U101053,4,294,62,35,3840,812,90.8,7,0.323,477.1,11
U101054,4,478,81,60,4449,732,22.1,2,0.312,235.4,13
U101055,6,486,77,46,2683,912,86.0,6,0.431,550.6,4
U101056,4,336,64,62,2123,962,79.5,6,0.422,638.1,7
U101057,3,298,41,39,1545,898,81.0,5,0.528,418.5,8
U101058,2,268,64,42,829,1011,74.6,4,0.372,600.4,13
U101059,4,355,76,74,998,1070,84.5,5,0.128,692.9,8
U101060,4,195,58,28,716,230,72.6,4,0.237,467.4,10
U101061,2,194,43,45,1378,1159,102.3,6,0.177,635.0,10
U101062,3,262,68,26,1555,613,66.2,3,0.23,225.3,4
U101063,3,320,51,21,827,880,93.2,6,0.144,538.4,9
U101064,8,521,112,58,1787,561,75.1,3,0.688,399.1,9
U101065,9,574,91,75,3258,740,79.0,5,0.627,279.4,9
U101066,5,381,109,75,2451,769,68.4,2,0.735,439.9,13
U101067,4,287,69,29,638,1062,114.7,4,0.386,862.9,2
U101068,4,231,16,56,1207,735,104.5,6,0.851,730.2,5
U101069,8,409,85,57,2426,675,65.8,4,0.186,740.6,10
U101070,0,121,32,26,1127,810,51.9,4,0.036,363.3,12
U101071,1,86,16,14,718,470,68.2,3,0.709,738.9,13
U101072,6,521,90,64,4449,1085,88.3,4,0.524,535.7,3
U101073,4,337,63,38,2973,806,36.5,2,0.555,413.1,9
U101074,2,216,38,23,1559,555,45.7,2,0.562,274.4,12
U101075,2,101,8,49,524,436,99.3,5,0.844,749.7,1
U101076,2,254,57,34,684,815,92.1,6,0.551,616.0,5
U101077,4,400,119,86,1753,1329,105.3,7,0.563,609.5,7
U101078,5,332,63,66,2092,386,70.3,3,0.637,554.1,8
U101079,3,203,45,31,895,542,107.8,6,0.141,690.3,9
U101080,4,436,74,47,3626,1148,112.5,5,0.691,717.6,7
U101081,8,491,103,52,2683,862,66.1,5,0.665,320.8,7
U101082,8,590,125,96,4426,1000,65.6,5,0.408,426.8,13
U101083,2,352,57,88,3912,840,82.3,5,0.172,355.5,10
U101084,1,256,60,45,2143,997,65.6,3,0.374,610.8,12
U101085,4,416,78,76,1917,525,91.5,2,0.481,682.5,9
U101086,2,282,40,47,3002,559,56.3,2,0.206,233.7,8
U101087,2,258,92,54,4449,1112,70.7,2,0.093,563.3,7
U101088,3,368,78,71,813,1079,97.1,5,0.612,793.8,12
U101089,1,154,48,13,1761,284,38.1,4,0.208,420.3,2
U101090,2,249,63,38,938,723,67.3,3,0.826,641.0,6
U101091,3,392,107,38,4333,1077,91.8,4,0.691,686.0,6
U101092,4,315,109,67,1994,791,95.6,6,0.458,819.1,10
U101093,5,248,77,62,1524,712,77.5,4,0.11,649.8,9
U101094,3,502,65,74,4449,791,65.2,3,0.655,355.3,9
U101095,6,427,98,65,743,928,91.0,6,0.259,518.6,15
U101096,10,656,150,92,2432,1296,94.9,6,0.511,683.9,9
U101097,8,351,97,41,1109,674,102.7,5,0.161,645.7,12
U101098,5,284,70,39,4449,828,105.8,6,0.421,578.4,6
U101099,5,435,96,58,3052,877,94.2,6,0.263,637.3,9
U101100,7,425,97,59,1493,740,104.5,6,0.864,552.2,8
U101101,7,444,98,63,2907,513,75.9,5,0.31,421.1,4
U101102,3,183,21,39,1663,357,80.9,5,0.159,296.4,5
U101103,4,300,82,33,1479,861,86.0,6,0.454,608.7,9
U101104,4,263,75,33,692,627,87.8,1,0.859,822.7,10
U101105,3,229,78,82,1803,774,67.4,5,0.427,587.8,9
U101106,2,370,87,45,1034,722,57.9,2,0.558,463.3,9
U101107,3,358,56,49,2719,539,42.6,2,0.509,292.4,8
U101108,1,277,69,76,2375,1265,85.1,6,0.492,681.5,9
U101109,3,261,98,52,856,1018,113.4,6,0.195,763.3,14
U101110,10,656,150,68,972,1089,119.2,6,0.75,743.8,10
U101111,3,299,76,43,1031,427,44.1,3,0.502,1021.6,12
U101112,0,208,46,58,1102,704,73.9,2,0.579,569.4,6
U101113,1,233,20,69,1487,644,64.4,4,0.756,347.8,8
U101114,8,486,94,60,1334,750,67.0,5,0.637,582.6,7
U101115,4,333,83,44,1238,780,79.6,4,0.734,557.0,8
U101116,6,538,101,92,2640,1002,82.2,6,0.647,572.1,7
U101117,4,302,80,36,1108,743,60.1,3,0.428,499.9,6
U101118,6,656,131,82,4449,1253,83.1,4,0.329,623.3,7
U101119,3,324,57,45,2350,314,60.7,2,0.425,324.3,3
U101120,6,496,86,47,3855,877,62.8,4,0.058,318.7,12
U101121,3,258,89,64,1132,738,69.8,5,0.144,711.5,4
U101122,3,307,77,43,355,763,81.4,3,0.353,631.3,5
U101123,5,315,69,32,967,568,50.6,4,0.45,191.6,7
U101124,4,207,49,17,1027,512,48.7,5,0.349,172.8,4
U101125,6,413,94,97,3957,837,49.6,3,0.363,332.9,9
U101126,5,345,52,57,2809,769,101.2,6,0.358,658.7,15
U101127,3,379,67,52,313,932,75.3,4,0.13,603.4,8
U101128,1,269,68,36,1437,602,81.4,3,0.544,531.7,7
U101129,2,232,74,56,1583,440,33.0,1,0.571,268.3,4
U101130,8,322,87,37,509,440,62.0,3,0.472,426.9,3
U101131,3,238,67,23,2493,642,43.6,3,0.464,455.6,3
U101132,7,534,74,38,3221,735,62.0,2,0.831,476.6,2
U101133,6,471,121,71,3527,950,79.1,6,0.332,491.7,8
U101134,2,278,61,55,3506,586,54.3,4,0.449,59.2,7
U101135,9,526,133,34,1499,998,64.5,6,0.491,293.5,7
U101136,8,548,101,97,1481,1373,45.3,4,0.28,259.2,4
U101137,5,429,92,47,1350,1057,83.1,4,0.638,606.2,7
U101138,7,457,108,64,603,953,88.5,4,0.749,553.2,9
U101139,5,443,101,48,2653,917,69.4,4,0.459,583.9,13
U101140,4,550,92,96,4449,1274,79.4,6,0.417,340.1,4
U101141,2,174,33,16,458,383,31.0,1,0.485,5.0,5
U101142,1,104,25,15,407,134,45.6,1,0.408,343.8,3
U101143,4,239,53,53,720,491,45.8,3,0.551,108.5,6
U101144,2,240,59,60,744,1024,68.7,5,0.434,618.3,5
U101145,10,533,120,41,1771,689,62.2,5,0.686,232.9,4
U101146,7,423,115,75,1250,915,108.3,5,0.878,687.4,14
U101147,7,372,93,42,2501,728,62.2,3,0.378,192.5,7
U101148,7,552,135,82,2635,1225,99.5,6,0.118,695.4,16
U101149,8,598,122,70,3033,1114,109.2,6,0.182,880.0,12
U101150,5,435,111,44,750,1288,43.9,4,0.521,200.5,5
U101151,3,430,55,64,2576,1065,87.3,4,0.563,726.9,9
U101152,4,350,101,55,4449,658,60.8,4,0.63,84.3,10
U101153,6,332,116,30,1484,632,79.3,3,0.485,388.3,9
U101154,5,292,73,44,1318,835,91.3,4,0.837,640.0,12
U101155,3,171,49,50,431,262,77.4,4,0.219,413.9,8
U101156,4,298,73,71,483,680,67.5,3,0.581,251.8,11
U101157,4,356,84,69,1674,1204,111.9,6,0.778,731.2,12
U101158,2,247,46,48,2092,527,22.4,1,0.225,99.8,2
U101159,2,325,67,41,1737,765,45.0,2,0.176,506.7,4
U101160,3,310,85,58,3080,943,21.9,2,0.329,436.6,2
U101161,6,418,76,35,779,398,80.9,2,0.76,346.0,7
U101162,4,284,91,26,1032,442,77.6,3,0.802,641.5,5
U101163,1,234,44,18,862,384,39.7,2,0.672,306.1,6
U101164,3,363,68,81,2010,1040,84.3,3,0.652,742.6,13
U101165,6,520,125,73,3866,884,75.9,2,0.442,553.5,10
U101166,10,656,150,87,3513,1187,96.4,7,0.553,624.8,5
U101167,6,452,87,46,1214,854,117.3,6,0.825,678.5,11
U101168,5,291,67,35,1676,460,45.0,4,0.597,424.1,5
U101169,10,648,134,73,2164,956,80.5,3,0.79,742.4,18
U101170,6,245,44,38,1756,244,55.2,2,0.549,537.7,1
U101171,3,247,35,50,634,284,36.9,1,0.092,68.6,7
U101172,3,302,40,54,2582,550,43.4,4,0.681,323.5,8
U101173,5,387,104,52,2419,804,60.4,2,0.419,477.6,5
U101174,4,371,81,41,786,692,90.0,5,0.666,770.2,10
U101175,5,305,30,0,679,451,60.9,1,0.526,284.2,6
U101176,8,367,119,72,1143,715,54.6,3,0.373,172.0,11
U101177,3,270,66,46,2142,626,69.3,3,0.24,339.2,8
U101178,4,356,65,82,1060,927,44.3,5,0.474,434.5,13
U101179,4,384,45,25,3372,891,81.9,4,0.673,289.8,10
U101180,4,323,42,26,831,370,43.5,2,0.163,224.7,3
U101181,4,461,80,84,2350,1325,120.0,6,0.587,654.9,7
U101182,3,196,60,28,992,342,36.9,2,0.175,299.9,6
U101183,5,429,74,51,666,735,74.7,5,0.338,640.2,13
U101184,1,279,43,61,651,938,71.0,5,0.574,118.0,7
U101185,5,298,63,44,2885,419,34.2,2,0.203,247.4,5
U101186,0,84,0,1,2250,593,51.0,4,0.087,393.9,6
U101187,4,415,91,64,1059,872,78.4,5,0.324,477.5,6
U101188,2,279,61,42,1034,1152,105.5,5,0.779,586.3,7
U101189,5,349,66,23,2439,722,79.2,4,0.345,476.85,4
U101190,6,309,75,36,1164,772,68.3,6,0.35,188.5,5
U101191,10,656,150,81,3841,1035,69.3,6,0.41,541.3,9
U101192,5,261,86,71,1548,371,82.4,3,0.532,559.7,14
U101193,8,431,99,75,1083,1037,87.9,6,0.312,511.0,7
U101194,6,449,80,68,1404,956,80.9,7,0.574,583.9,9
U101195,6,347,91,78,780,763,93.1,7,0.182,412.9,12
U101196,2,261,67,29,402,588,31.4,2,0.396,409.5,5
U101197,1,197,7,56,1763,610,87.3,2,0.485,878.3,6
U101198,7,487,98,19,1437,883,87.4,6,0.206,717.3,4
U101199,5,461,73,55,4449,594,45.9,3,0.52,126.1,7
