user_id,posts_per_week,likes_per_week,comments_per_week,shares_per_week,followers,following,avg_session_minutes,active_days_per_week,night_activity_ratio,video_watch_minutes,purchase_clicks_per_week,cluster,cluster_name,pca_1,pca_2
U100457,5,164,62,40,488,243,63.2,3,0.562,261.4,5,2,Low-frequency Browser,-2.094850206688608,-0.5343219265095657
U100458,2,374,91,57,2911,868,54.0,5,0.585,379.0,4,3,Interactive User,0.513922241389667,-1.0258899078205959
U100459,3,232,62,21,361,602,70.5,3,0.298,501.3,10,0,Night Owl,-1.434664703156603,0.6426140059436292
U100460,6,608,110,59,2479,1245,84.4,5,0.514,636.2,12,1,Content Creator,3.6609238328961555,-0.14714232625865745
U100461,3,277,35,55,1963,379,80.4,3,0.6,588.3,9,0,Night Owl,-0.857839332779719,0.925076891884316
U100462,3,286,70,27,462,681,44.1,2,0.293,466.7,7,2,Low-frequency Browser,-1.6973994028863577,-0.6588434461505985
U100463,4,404,92,89,1575,801,40.8,1,0.782,318.7,8,3,Interactive User,0.19368380272588215,-1.8347851584529922
U100464,4,333,54,32,2407,858,40.4,2,0.421,111.8,5,3,Interactive User,-1.4370946110056328,-2.217060366171529
U100465,2,138,14,12,2189,486,76.0,3,0.895,475.9,5,2,Low-frequency Browser,-2.605729277948187,1.501984803642297
U100466,4,392,61,52,1486,594,32.7,5,0.372,124.0,11,3,Interactive User,-0.5670814756060393,-1.7783721599401332
U100467,7,438,113,56,2846,977,76.1,7,0.52,217.9,5,1,Content Creator,2.467161580041623,-1.5756678676035614
U100468,5,477,91,88,1688,843,78.1,6,0.483,768.6,14,1,Content Creator,2.9674322637408315,0.7574129507296017
U100469,1,196,37,38,2217,537,24.3,2,0.159,260.8,8,2,Low-frequency Browser,-2.8732152131173097,-1.570450621933113
U100470,2,234,54,39,607,747,87.9,5,0.346,614.1,10,0,Night Owl,-0.3342573201903764,1.7426646421314476
U100471,2,173,51,14,1017,511,77.4,3,0.372,402.8,7,2,Low-frequency Browser,-2.1692090166876783,0.6548079191331546
U100472,3,344,74,16,3439,725,55.5,3,0.343,368.0,9,3,Interactive User,-0.6335304805055331,-1.0350484427310656
U100473,0,186,48,49,723,832,102.3,4,0.926,693.5,6,0,Night Owl,-0.6059234643709824,2.943236846174848
U100474,5,412,96,40,916,679,80.0,5,0.171,390.1,2,3,Interactive User,0.48121738324320157,-1.0240683083588586
U100475,1,166,1,15,257,441,44.1,3,0.591,197.8,3,2,Low-frequency Browser,-4.11674337320406,0.01002425304255649
U100476,5,437,99,57,1408,1083,76.7,6,0.198,447.9,11,1,Content Creator,2.169554686419809,-0.38142091975782816
U100477,1,157,46,34,554,698,39.3,3,0.431,245.8,1,2,Low-frequency Browser,-2.9390061110073553,-0.8160876496804628
U100478,3,292,60,20,966,513,70.0,4,0.239,297.0,7,2,Low-frequency Browser,-1.4541117028350417,-0.32848584547765897
U100479,7,377,86,71,881,1188,101.8,4,0.29,801.0,12,1,Content Creator,2.762565717239433,1.1181960448597497
U100480,3,236,40,26,1640,711,87.0,3,0.702,308.7,3,2,Low-frequency Browser,-1.494159694008127,0.41889722283409103
U100481,10,542,120,69,1343,840,116.3,6,0.787,710.5,9,1,Content Creator,4.196981439870678,0.7572793044820849
U100482,4,258,70,57,1659,746,51.8,4,0.591,368.2,5,3,Interactive User,-0.46827718371013755,-0.7462021829827402
U100483,3,404,100,77,1423,1135,80.0,6,0.14,557.1,15,1,Content Creator,2.538155386664119,0.364983041404253
U100484,5,337,79,32,2580,830,85.8,4,0.725,449.2,5,3,Interactive User,0.531776309458345,0.07912887843140114
U100485,6,392,95,80,1247,877,68.9,2,0.414,495.3,5,3,Interactive User,1.0314296020352753,-1.3021769440222881
U100486,7,466,91,25,3928,568,48.4,2,0.259,152.7,3,3,Interactive User,-0.22965443646801392,-3.5563872268158185
U100487,2,251,59,39,2675,873,56.0,4,0.372,317.1,5,3,Interactive User,-0.8663349421993727,-0.7793633491703978
U100488,4,343,64,31,2317,450,78.0,3,0.448,448.0,3,3,Interactive User,-0.818689997617956,-0.5169113802079462
U100489,2,220,83,57,1249,885,102.6,5,0.532,868.4,11,0,Night Owl,1.1789984280308339,2.6468065799274245
U100490,3,300,62,54,1580,998,128.037,6,0.87,668.3,12,0,Night Owl,1.901006477469377,3.1787766499838477
U100491,1,159,33,46,2215,407,75.5,4,0.477,460.9,1,2,Low-frequency Browser,-1.9964461630610775,0.4355075275580045
U100492,1,109,40,28,1276,532,50.2,3,0.571,506.0,11,2,Low-frequency Browser,-2.443917109927747,1.0300334765799946
U100493,10,537,124,43,1841,775,111.0,5,0.336,711.1,6,1,Content Creator,3.3570085845720388,-0.23822362166102468
U100494,0,91,37,28,863,566,82.5,4,0.67,633.7,4,0,Night Owl,-2.210032081204958,2.2208465848159955
U100495,5,451,125,69,1484,939,92.9,6,0.123,724.8,1,1,Content Creator,2.664107876398647,-0.38210799032034154
U100496,4,281,62,38,1890,245,47.8,1,0.757,242.2,4,2,Low-frequency Browser,-2.31473624972252,-1.4740871227055692
U100497,5,554,99,61,4449,1092,59.6,4,0.67,466.7,14,1,Content Creator,2.7465289511137234,-1.14782425225218
U100498,1,97,25,12,421,166,34.2,1,0.476,472.3,9,2,Low-frequency Browser,-4.404491796043346,0.3966640422441726
U100499,9,435,109,15,1101,351,49.5,2,0.486,441.7,13,3,Interactive User,-0.00622120381160767,-1.449229773899777
U100500,8,404,105,40,665,1008,104.1,6,0.297,414.3,10,1,Content Creator,2.3766409110428217,0.14955007876270723
U100501,3,292,83,46,1449,724,83.9,6,0.563,396.9,6,0,Night Owl,0.37831217057311395,0.46382477103118486
U100502,6,351,60,61,590,504,80.0,2,0.466,553.8,8,0,Night Owl,-0.15470912711534837,-0.02236620462250104
U100503,1,140,37,14,967,181,85.3,2,0.798,665.8,5,2,Low-frequency Browser,-2.9304384483462647,2.092963332700001
U100504,3,213,71,25,996,472,47.8,1,0.462,539.1,8,2,Low-frequency Browser,-2.1496175932506225,-0.22271971479518105
U100505,3,378,93,75,1230,706,95.3,3,0.671,731.2,11,0,Night Owl,1.3509379954623362,1.26865588642681
U100506,4,434,91,90,4449,1204,105.4,7,0.25,533.0,3,1,Content Creator,3.5816599376550036,-0.4773760064686326
U100507,4,371,75,60,536,771,85.0,5,0.82,471.0,11,0,Night Owl,0.9252454166653671,1.0945574010410788
U100508,4,350,82,35,2197,860,82.2,2,0.828,608.3,9,0,Night Owl,0.37946134250279145,0.6879052043364853
U100509,7,386,106,31,1686,721,88.7,4,0.502,674.7,6,1,Content Creator,1.3240067289213113,0.16108533749069157
U100510,3,263,53,31,227,596,18.2,2,0.503,476.85,0,2,Low-frequency Browser,-2.766474833840365,-1.245186546103009
U100511,9,493,93,51,4449,365,63.1,3,0.803,281.8,3,3,Interactive User,1.0396174197832693,-2.677513824369235
U100512,4,452,90,57,3929,801,80.5,4,0.333,553.2,9,1,Content Creator,1.735631465777418,-0.6828107498696195
U100513,4,311,81,16,504,663,73.9,4,0.508,456.6,7,0,Night Owl,-0.6642426530598639,0.3706589810526999
U100514,2,196,57,59,747,708,82.1,4,0.27,495.9,3,0,Night Owl,-0.8599291216031422,0.4365268704963471
U100515,10,592,125,68,858,857,83.1,5,0.278,588.9,7,1,Content Creator,3.3778690318760063,-1.3221183840968913
U100516,8,656,111,63,4449,810,78.9,5,0.67,714.3,7,1,Content Creator,3.7698919991995354,-1.0933616167208031
U100517,5,359,92,55,1560,502,96.0,2,0.45,643.9,6,0,Night Owl,0.4833492147245586,0.11888679758146294
U100518,2,288,70,55,666,862,60.9,6,0.334,224.6,6,3,Interactive User,-0.31547421114193,-0.47752022922732973
U100519,5,421,92,46,1640,736,87.6,6,0.576,696.0,10,1,Content Creator,1.8305269410396388,1.0345153305426324
U100520,3,285,59,47,326,830,70.5,2,0.419,515.4,7,0,Night Owl,-0.8883657970762805,0.2628723561113186
U100521,3,115,39,18,574,266,58.1,2,0.585,157.8,2,2,Low-frequency Browser,-3.702615767132683,-0.5698925460584267
U100522,3,221,54,30,2176,944,81.4,6,0.118,409.6,11,0,Night Owl,0.11345207313465333,0.6157962222841715
U100523,4,326,114,67,1207,1028,70.0,3,0.616,436.8,11,3,Interactive User,1.2105922386987813,-0.2718320452256547
U100524,8,528,150,54,1432,1146,88.9,6,0.269,603.5,9,1,Content Creator,3.8894297937852786,-0.6678111240347595
U100525,2,253,52,65,2558,813,77.2,4,0.599,687.3,14,0,Night Owl,0.5217870717142385,1.5252048621236869
U100526,4,339,84,61,1553,619,127.6,6,0.5,884.9,7,1,Content Creator,2.039598342058902,2.4512277684262083
U100527,5,338,95,28,2031,580,56.4,5,0.195,343.3,9,3,Interactive User,0.03639352442062371,-1.2054845768807818
U100528,3,320,66,50,761,956,70.0,5,0.536,549.6,6,0,Night Owl,0.24542347615987703,0.6344100276784942
U100529,4,357,85,63,977,1256,95.0,6,0.312,597.6,3,1,Content Creator,1.908939747661378,0.5666762992985125
U100530,2,218,61,37,657,922,78.0,2,0.825,553.2,7,0,Night Owl,-1.0175502905851486,1.3323988532133126
U100531,5,290,59,59,986,554,59.7,2,0.485,469.5,5,3,Interactive User,-0.9242575103869035,-0.7087098772312374
U100532,4,378,66,71,1404,661,55.7,3,0.705,593.8,18,0,Night Owl,0.6304608733306772,0.5625116707003697
U100533,5,230,92,51,1955,661,68.0,5,0.486,646.6,10,0,Night Owl,0.6998145521240992,0.4762078721244232
U100534,4,248,46,26,654,519,59.3,2,0.266,610.1,1,2,Low-frequency Browser,-2.087420252459489,-0.24640920451760456
U100535,2,284,85,39,351,735,56.6,5,0.575,299.0,8,0,Night Owl,-0.7097731411014105,-0.030231968672523955
U100536,0,118,24,9,724,514,74.0,3,0.811,684.2,3,2,Low-frequency Browser,-3.022924329038065,2.340064502925076
U100537,3,431,67,53,4449,981,78.7,6,0.474,661.8,8,1,Content Creator,1.9732590942566997,0.2924854981700037
U100538,0,65,17,17,390,304,44.3,1,0.273,180.1,4,2,Low-frequency Browser,-4.914300252767996,-0.5232178898841416
U100539,2,212,75,46,1005,494,75.1,4,0.265,516.5,7,0,Night Owl,-0.9236079136252586,0.40459531080563343
U100540,3,280,53,52,1384,329,49.1,1,0.714,476.85,2,2,Low-frequency Browser,-2.1504558169103762,-0.7553747369430278
U100541,4,398,97,58,2484,796,81.7,2,0.983,626.6,7,0,Night Owl,1.0182903656546134,0.3161518029710539
U100542,5,465,111,68,771,748,59.1,4,0.832,529.5,11,1,Content Creator,1.480258568881601,-0.21869901655194485
U100543,3,235,39,24,2000,272,39.5,4,0.259,152.1,8,2,Low-frequency Browser,-2.539545384379725,-1.3534375804710135
U100544,8,484,97,28,1077,771,72.2,3,0.808,578.4,1,3,Interactive User,0.8012909129827912,-0.6825507561283163
U100545,1,168,59,50,1872,527,42.0,3,0.333,268.7,3,2,Low-frequency Browser,-2.2900711417266684,-1.246419589379698
U100546,6,432,82,50,3683,679,61.6,3,0.633,314.3,10,3,Interactive User,0.8406226631028658,-1.5397847858772862
U100547,2,236,65,65,2685,670,83.0,3,0.879,905.4,10,0,Night Owl,0.42708481715021823,2.084404037553209
U100548,4,352,58,70,3187,806,98.3,6,0.541,612.9,3,1,Content Creator,1.5493271132132371,0.5989788859543033
U100549,2,369,78,72,4189,1002,55.7,6,0.197,476.85,3,3,Interactive User,1.2767453050320716,-1.3675715058262905
U100550,3,308,39,33,2777,555,69.2,5,0.581,419.4,7,0,Night Owl,-0.6959404986761495,0.2400141855847351
U100551,3,326,59,82,3755,834,102.3,4,0.929,685.3,10,1,Content Creator,1.7501845870160508,1.5402046910958505
U100552,4,290,54,49,544,658,80.2,4,0.472,694.3,7,0,Night Owl,-0.18955063044176831,1.157720777074212
U100553,1,243,42,35,1390,940,84.0,6,0.207,458.7,5,0,Night Owl,-0.5190802923770022,0.949191285148368
U100554,0,306,50,67,1405,908,69.0,3,0.46,532.7,6,0,Night Owl,-0.5649926836330444,0.43696866456751965
U100555,4,393,46,40,2810,715,70.5,4,0.116,664.5,12,0,Night Owl,0.4362756012668084,0.16584852015032447
U100556,3,469,66,72,1330,842,52.4,3,0.729,151.0,6,3,Interactive User,-0.05839541022630562,-1.5634214754572964
U100557,4,430,105,52,2635,869,64.3,3,0.755,388.4,6,3,Interactive User,0.8849214889504491,-1.0812106041923266
U100558,0,122,22,7,568,305,51.4,2,0.876,367.8,3,2,Low-frequency Browser,-4.273846012116041,0.8802685774861199
U100559,5,305,58,58,1736,656,46.6,2,0.526,476.85,5,3,Interactive User,-0.7997958955267973,-1.0997596553957192
U100560,2,232,45,20,695,558,57.7,4,0.247,380.3,10,2,Low-frequency Browser,-1.936111497824042,0.27494914261783443
U100561,3,215,41,45,1306,840,69.9,5,0.24,491.3,3,0,Night Owl,-0.7855811571310856,0.22429916092503455
U100562,4,287,72,28,546,771,82.2,4,0.585,946.0,13,0,Night Owl,0.4382522455822139,2.488535820870084
U100563,3,196,41,27,1355,641,50.7,3,0.19,393.2,4,2,Low-frequency Browser,-2.174226311770069,-0.6602095421542532
U100564,4,252,41,35,1404,777,101.0,5,0.413,513.3,8,0,Night Owl,-0.03274188966880254,1.4086442120863791
U100565,2,243,57,41,1021,925,95.2,5,0.729,760.4,11,0,Night Owl,0.4357249759371513,2.7651794421820974
U100566,5,338,96,59,4449,428,47.1,4,0.561,177.6,8,3,Interactive User,0.2831312165570811,-2.4164512772743234
U100567,2,251,52,37,656,875,61.9,4,0.169,513.5,10,0,Night Owl,-0.8691992746015192,0.4940641021999205
U100568,2,316,48,52,3142,591,63.9,5,0.271,523.1,8,3,Interactive User,-0.19878553029117993,-0.10289255863510405
U100569,3,439,104,91,2557,972,113.6,5,0.845,671.6,7,1,Content Creator,3.0345032335127273,1.1956231216346016
U100570,2,140,25,49,2057,575,59.7,2,0.751,645.4,5,2,Low-frequency Browser,-2.011900126069523,0.9460260765703589
U100571,2,352,33,48,4025,591,69.8,4,0.474,628.1,14,0,Night Owl,0.10641157970563231,0.735945963333472
U100572,2,139,30,51,1102,604,64.9,5,0.561,466.1,12,0,Night Owl,-1.2553693378697002,1.3853601471302335
U100573,5,451,108,50,1283,776,40.2,2,0.291,236.7,8,3,Interactive User,0.03943761175442882,-2.5747335165849115
U100574,5,520,92,56,4449,1119,60.4,4,0.179,553.8,4,3,Interactive User,2.115517442074053,-2.0117271201856135
U100575,9,483,101,28,768,675,67.7,2,0.382,604.0,10,3,Interactive User,0.9383487308668079,-0.9004618572997188
U100576,2,282,57,34,851,793,84.2,6,0.681,534.1,8,0,Night Owl,-0.11303054512870989,1.7314957942588671
U100577,4,318,72,70,920,1167,76.3,6,0.415,461.6,2,3,Interactive User,1.1293357832364066,-0.05011204953724728
U100578,1,155,28,40,436,485,55.7,3,0.421,290.1,2,2,Low-frequency Browser,-3.066310042501822,-0.15999934581146472
U100579,3,419,64,83,1267,1329,80.8,5,0.064,665.2,11,1,Content Creator,2.1756335415001806,0.4735306736458628
U100580,1,150,45,44,826,575,58.1,1,0.719,514.6,4,2,Low-frequency Browser,-2.6092142007738937,0.5238989053124626
U100581,4,263,67,53,1706,426,51.8,2,0.455,298.1,7,2,Low-frequency Browser,-1.4012564184551684,-1.2988347994820526
U100582,0,60,21,10,1466,348,50.7,3,0.134,410.1,7,2,Low-frequency Browser,-3.827658506868758,0.3886599677628614
U100583,6,324,50,14,1324,352,72.3,3,0.853,455.2,7,0,Night Owl,-1.2504216948638056,0.38925149841848977
U100584,1,203,60,40,1245,979,82.9,6,0.458,719.5,10,0,Night Owl,0.21999572662302386,2.2479349274723455
U100585,5,486,88,59,1875,1043,95.8,7,0.513,693.1,10,1,Content Creator,2.989573671886693,1.0903791974772021
U100586,4,301,76,72,2216,779,36.9,2,0.712,142.4,10,3,Interactive User,-0.49681021840767997,-1.8878664619782302
U100587,3,294,59,47,3700,167,40.3,3,0.485,314.0,6,2,Low-frequency Browser,-1.6015350148351055,-1.7244936001564106
U100588,1,271,49,55,1933,545,63.5,5,0.441,251.8,4,3,Interactive User,-1.2049809990138531,-0.48452568402313523
U100589,5,574,83,101,3768,1142,90.3,5,0.576,687.5,15,1,Content Creator,4.138835928163586,0.23332736597572926
U100590,4,229,35,12,434,188,69.4,3,0.739,675.8,7,2,Low-frequency Browser,-2.286807425099143,1.541208412431865
U100591,7,446,74,65,2874,686,66.8,5,0.736,312.9,13,1,Content Creator,1.6605831167917773,-0.8203713147051397
U100592,2,359,54,90,4449,739,86.8,6,0.507,343.4,9,1,Content Creator,1.5168921940114863,-0.23018913264661311
U100593,5,318,72,53,2155,285,35.5,1,0.268,165.8,13,3,Interactive User,-1.4508977120798514,-2.4345762156855866
U100594,2,126,6,41,642,237,59.8,2,0.878,448.1,8,2,Low-frequency Browser,-3.256399251326818,1.2454611907239543
U100595,1,221,43,38,670,513,57.0,3,0.088,486.6,8,2,Low-frequency Browser,-2.1152745018141723,0.10118254385514651
U100596,2,156,46,39,574,617,81.5,3,0.573,545.0,10,0,Night Owl,-1.4486226686168944,1.619310449410797
U100597,9,611,108,87,2015,1040,82.4,5,0.345,528.6,10,1,Content Creator,3.923044467548155,-1.3463099771953606
U100598,4,392,67,53,3520,739,63.2,4,0.195,200.0,2,3,Interactive User,0.0282881062161382,-2.2946975894223502
U100599,2,157,23,16,805,473,56.0,1,0.42,486.8,9,2,Low-frequency Browser,-3.1983754250843504,0.5908632456936489
U100600,3,440,78,64,4449,970,70.8,6,0.321,397.9,6,3,Interactive User,1.8051893179322072,-1.1543080954480225
U100601,9,308,104,44,2681,590,53.6,3,0.154,347.1,2,3,Interactive User,0.2754268507210233,-2.8243362670260566
U100602,5,389,79,72,1761,978,85.6,6,0.596,347.0,8,1,Content Creator,1.8327322826495627,-0.08537486115725336
U100603,0,61,21,21,460,654,70.7,3,0.789,534.9,6,2,Low-frequency Browser,-2.9875197668635476,2.1669802396519673
U100604,2,302,61,56,606,577,74.1,3,0.797,553.5,7,0,Night Owl,-0.7634243183373589,0.9691248274669976
U100605,5,190,65,32,1057,417,105.4,4,0.486,607.7,7,0,Night Owl,-0.4557301900805359,1.492373464060536
U100606,4,312,47,63,1948,1046,80.3,6,0.417,308.3,7,3,Interactive User,0.8123046346192425,-0.015425840267097608
U100607,2,346,62,40,4449,654,97.5,5,0.706,636.5,11,0,Night Owl,1.0153715702665547,1.393656582457788
U100608,3,299,26,14,1463,309,30.5,2,0.438,179.2,7,2,Low-frequency Browser,-3.279723002356801,-1.4495766125945062
U100609,5,489,92,67,2766,942,71.8,6,0.178,590.1,5,1,Content Creator,2.295649528705269,-0.9774023446751289
U100610,1,104,17,63,900,332,64.4,2,0.442,376.0,1,2,Low-frequency Browser,-3.1435350936010247,0.00352756216180531
U100611,1,159,18,23,851,483,97.7,3,0.566,640.6,5,0,Night Owl,-2.2376463926073593,2.299371060974151
U100612,3,234,63,14,495,648,42.4,1,0.889,305.3,1,2,Low-frequency Browser,-2.8563784952269433,-0.686392039314599
U100613,7,523,108,51,4449,719,80.6,5,0.542,724.0,3,1,Content Creator,2.6758804802998033,-0.9538841749949243
U100614,1,258,33,40,590,496,83.9,2,0.587,581.9,18,0,Night Owl,-1.3526862105089819,2.166618677798341
U100615,0,94,12,8,744,477,53.0,2,0.643,367.6,6,2,Low-frequency Browser,-4.068213369499432,0.9578740715895855
U100616,1,229,62,76,1123,909,109.5,4,0.677,704.2,10,0,Night Owl,0.7793979472204913,2.4940883020320284
U100617,8,546,97,68,1875,891,84.6,4,0.613,579.2,10,1,Content Creator,2.7730016668180384,-0.46145037079828516
U100618,4,384,67,53,2531,490,65.0,2,0.687,540.7,5,3,Interactive User,-0.3724513773334722,-0.5796295884463
U100619,0,230,65,34,2431,998,88.8,6,0.33,276.4,5,0,Night Owl,-0.2561631957262154,0.4611172918631911
U100620,0,106,0,9,635,528,81.6,4,0.62,678.8,4,2,Low-frequency Browser,-3.0346045951927345,2.7204926222717813
U100621,3,382,70,63,4449,773,58.4,3,0.715,231.2,2,3,Interactive User,0.07819247506085542,-1.9489566655394723
U100622,8,538,114,65,1563,1136,71.0,4,0.781,516.4,13,1,Content Creator,3.077635758696526,-0.5252419264525938
U100623,1,259,80,42,1889,737,45.8,3,0.464,420.8,7,3,Interactive User,-1.1420738986455847,-0.5726015872811873
U100624,5,334,62,55,1643,735,90.6,5,0.398,586.0,6,0,Night Owl,0.8159611242487743,0.5314614818827222
U100625,4,421,71,60,1720,659,43.8,3,0.489,454.4,7,3,Interactive User,-0.13314794694694235,-1.247035630433327
U100626,2,308,51,49,1719,735,66.5,4,0.482,262.0,11,0,Night Owl,-0.6265724466100985,-0.09502448478054254
U100627,2,333,82,70,1345,1171,100.8,6,0.832,573.5,7,1,Content Creator,1.8493044153448575,1.7406785525225785
U100628,1,171,31,24,1747,439,56.8,2,0.191,494.3,3,2,Low-frequency Browser,-2.9818076236195252,-0.1664790039400289
U100629,4,270,39,17,437,531,65.0,1,0.689,878.2,4,2,Low-frequency Browser,-1.9454751054719446,1.3593494052007091
U100630,3,404,98,72,1787,980,87.9,6,0.707,451.0,8,1,Content Creator,2.007937635479903,0.4461793766926706
U100631,6,308,110,83,4449,1103,110.4,7,0.348,773.9,5,1,Content Creator,3.9066791448611187,0.4749283770996939
U100632,4,166,64,19,613,351,42.6,3,0.366,269.2,2,2,Low-frequency Browser,-2.8279614347327477,-1.1975461703117054
U100633,2,88,42,41,584,321,58.0,1,0.683,521.8,2,2,Low-frequency Browser,-3.234830383667712,0.42175045243774445
U100634,5,520,89,54,4449,804,78.8,4,0.256,527.0,5,3,Interactive User,1.9023847063619423,-1.5145042888242866
U100635,6,389,83,73,628,699,64.4,4,0.559,386.2,7,3,Interactive User,0.7117762690972432,-0.8497256515377921
U100636,3,280,85,28,936,528,62.3,4,0.683,384.6,5,0,Night Owl,-1.0859413143259171,-0.06656573835372455
U100637,4,296,60,38,1016,478,47.2,2,0.568,440.3,4,2,Low-frequency Browser,-1.739482590250369,-0.8126178515306112
U100638,3,457,86,62,1487,952,80.5,5,0.552,485.3,14,1,Content Creator,1.7381629663813634,0.5505009534203297
U100639,5,367,63,48,743,669,84.5,5,0.699,565.7,15,0,Night Owl,0.8716364888231476,1.4742217067230374
U100640,5,339,53,33,2036,517,71.0,2,0.657,328.3,6,3,Interactive User,-1.0557747923049547,-0.6512613931398057
U100641,5,325,88,66,967,939,57.0,5,0.255,348.4,9,3,Interactive User,0.8322572733858874,-0.9906158923669546
U100642,4,411,107,64,3225,1236,77.7,7,0.221,611.6,10,1,Content Creator,3.0908607887547377,-0.0945108735020463
U100643,2,51,26,13,565,442,68.6,4,0.269,435.5,5,2,Low-frequency Browser,-3.078439339838204,0.9837488234225101
U100644,2,262,36,19,4449,451,71.0,3,0.462,628.7,3,2,Low-frequency Browser,-1.4250633567972268,0.127101582111957
U100645,2,181,32,22,371,460,55.6,4,0.482,223.7,5,2,Low-frequency Browser,-2.854373089009088,0.0049926083042646854
U100646,0,242,49,42,928,927,78.0,6,0.745,238.6,6,0,Night Owl,-0.8159676257456548,1.056821129340284
U100647,0,141,0,45,2657,261,21.2,2,0.803,382.7,5,2,Low-frequency Browser,-3.865513164878125,-0.3345695820022041
U100648,5,332,61,67,1582,722,97.8,5,0.485,565.0,7,0,Night Owl,1.0994908537866244,0.7549805610488854
U100649,3,320,51,87,3175,635,87.6,3,0.539,631.7,1,3,Interactive User,0.3992148723635472,-0.07398342555778671
U100650,7,446,100,87,3571,862,88.9,7,0.392,606.2,8,1,Content Creator,3.5661464720113942,-0.4656599209690495
U100651,3,296,53,33,2003,836,51.8,3,0.445,314.9,7,3,Interactive User,-1.1140978420709757,-0.7879403360054694
U100652,8,470,104,40,2676,1091,118.0,6,0.626,825.1,14,1,Content Creator,3.9515118648007856,1.7613845948531233
U100653,3,351,48,13,486,670,37.8,2,0.224,91.7,3,2,Low-frequency Browser,-2.721122018435988,-2.0738134863572877
U100654,5,352,85,49,2134,1127,61.9,5,0.343,313.5,15,3,Interactive User,1.3960266858787393,-0.5776990867132702
U100655,3,238,39,48,1110,728,74.4,5,0.692,663.2,14,0,Night Owl,-0.08958235562216987,2.092770121662506
U100656,2,143,56,21,2217,507,53.7,3,0.518,77.7,3,2,Low-frequency Browser,-2.733208024055991,-1.1786657075888893
U100657,6,516,110,52,4083,824,103.9,5,0.904,735.2,9,1,Content Creator,3.2753121446900977,0.7014631708734376
U100658,8,308,120,50,1796,1216,109.5,6,0.714,663.9,9,1,Content Creator,3.2817686256085095,1.2458733602463752
U100659,1,102,22,29,602,526,71.0,3,0.432,613.0,0,2,Low-frequency Browser,-2.9177856693225843,1.1979537792768011
U100660,5,336,47,66,3213,773,59.7,2,0.474,480.2,10,3,Interactive User,0.15594070395967277,-0.8393758525013161
U100661,5,277,57,20,1404,793,85.6,3,0.887,378.5,18,0,Night Owl,-0.12334928640321752,1.466111772533564
U100662,4,376,75,62,2875,680,21.8,3,0.58,217.9,0,3,Interactive User,-0.8334909580061761,-2.973549340331321
U100663,8,498,119,47,1338,715,67.2,3,0.434,348.9,9,3,Interactive User,1.4388699884981924,-1.798066300917547
U100664,2,338,68,54,760,438,50.8,4,0.493,144.2,3,2,Low-frequency Browser,-1.5391191344658341,-1.4169603078274227
U100665,1,183,41,28,1489,568,44.6,2,0.6,351.3,8,2,Low-frequency Browser,-2.6983997155388244,-0.05068075286576123
U100666,3,246,66,50,1120,486,55.9,1,0.542,637.9,2,2,Low-frequency Browser,-1.6902802536671546,-0.297338430062535
U100667,5,399,85,50,2222,978,77.7,6,0.451,795.5,6,1,Content Creator,1.9524458076937592,0.6529641546460755
U100668,5,289,61,71,1750,415,61.4,2,0.778,641.4,4,3,Interactive User,-0.5497142957259862,-0.17778188465468467
U100669,0,308,38,17,631,352,38.7,1,0.375,468.8,3,2,Low-frequency Browser,-3.5365892245104438,-0.5329214592736328
U100670,4,509,91,80,1972,1072,74.0,5,0.217,440.1,12,1,Content Creator,2.4161202620143665,-0.777947815299905
U100671,8,417,93,20,1218,777,71.4,5,0.231,423.3,8,3,Interactive User,0.9453385736970459,-0.8999063014444684
U100672,4,308,82,16,655,515,83.4,2,0.414,465.9,3,2,Low-frequency Browser,-1.2900127072082248,-0.12273885642200474
U100673,3,181,47,39,2581,391,56.0,1,0.815,408.6,2,2,Low-frequency Browser,-2.412858666530382,-0.5393341715234594
U100674,7,270,82,57,1801,681,100.4,6,0.485,689.6,13,1,Content Creator,1.951978429303652,1.4463087890140922
U100675,4,178,39,35,302,634,71.3,4,0.447,354.6,4,2,Low-frequency Browser,-1.710457659554951,0.2853115058678421
U100676,4,591,114,90,4449,1305,106.6,7,0.759,624.1,6,1,Content Creator,4.825149226078584,0.141407180695063
U100677,2,377,83,38,1837,965,83.4,4,0.642,619.0,5,0,Night Owl,0.5617783162421427,0.7788419314835172
U100678,3,429,85,60,987,1227,80.4,5,0.168,755.6,4,1,Content Creator,1.6956645722705785,0.3858096556078466
U100679,2,148,42,30,1363,579,41.2,4,0.183,242.4,10,2,Low-frequency Browser,-2.3207975758174886,-0.5820524079530005
U100680,0,122,68,59,846,1089,90.8,6,0.57,852.1,9,0,Night Owl,0.5329175094547046,3.0780272868969085
U100681,3,397,94,62,4449,1131,64.7,5,0.319,361.3,5,3,Interactive User,1.6827475646703758,-1.6065670411956192
U100682,4,356,86,49,1934,1090,98.2,6,0.677,588.3,4,1,Content Creator,1.75618360653334,1.0050091103818726
U100683,3,269,67,45,623,458,68.2,2,0.477,557.3,4,2,Low-frequency Browser,-1.4360963736350303,0.04044342462614944
U100684,3,171,44,12,784,501,75.4,3,0.414,498.6,3,2,Low-frequency Browser,-2.317486770788648,0.6630309416028397
U100685,4,313,61,48,2241,639,80.7,2,0.622,568.4,5,0,Night Owl,-0.3613886308867172,0.11635874252339289
